Date,Name,Rank,Age,Cause,Place of Death,Country of Death,Branch of Service,City,State
2/11/2007,"Sellen Jr., Dennis L.",Specialist,20,Non-hostile - injury,Umm Qasr,Iraq,U.S. Army National Guard,Newhall,California
2/11/2007,"Thrasher, Robert B.",Sergeant,23,Hostile - hostile fire - small arms fire,Baghdad,Iraq,U.S. Army,Folsom,California
2/10/2007,"Belser Jr., Donnie R.",Captain,28,Hostile - hostile fire - small arms fire,Diyala province,Iraq,U.S. Army,Anniston,Alabama
2/9/2007,"Regan, James J.",Sergeant,26,Hostile - hostile fire - IED attack,Northern Iraq,Iraq,U.S. Army,Manhasset,New York
2/9/2007,"Shaw, lan W.",Staff Sergeant,31,Hostile - hostile fire - explosion,Ba'qubah,Iraq,U.S. Army,Little Rock,Arkansas
2/9/2007,"Ross, Eric",Staff Sergeant,26,Hostile - hostile fire - explosion,Ba'qubah (East of),Iraq,U.S. Army,Kenduskeag,Maine
2/9/2007,"Camacho, Leeroy A.",Specialist,28,Hostile - hostile fire - explosion,Ba'qubah,Iraq,U.S. Army,Saipan,Northern Mariana Islands
2/8/2007,"Holtom, James J.",Sergeant,22,Hostile - hostile fire - IED attack,Karmah,Iraq,U.S. Army Reserve,Rexburg,Idaho
2/8/2007,"Clevenger, Ross A.",Specialist,21,Hostile - hostile fire - IED attack,Karmah,Iraq,U.S. Army Reserve,Givens Hot Springs,Idaho
2/8/2007,"Werner, Raymond M.",Private,21,Hostile - hostile fire - IED attack,Karmah,Iraq,U.S. Army Reserve,Boise,Idaho
2/7/2007,"Pathenos, Matthew P.",Lance Corporal,21,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine Reserve,Ballwin,Missouri
2/7/2007,"Ellis, Joseph J.",Sergeant Major,40,Hostile - hostile fire,Barwanah,Iraq,U.S. Marine,Ashland,Ohio
2/7/2007,"Hill, Tarryl B.",Private 1st Class,19,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine Reserve,Shelby Township,Michigan
2/7/2007,"Parcell, Jennifer M.",Corporal,20,Hostile - hostile fire,Barwanah,Iraq,U.S. Marine,Bel Air,Maryland
2/7/2007,"Minjares Jr., Gilbert",Petty Officer 1st Class,31,Hostile - helicopter crash,Fallujah (between Fallujah and Baghdad),Iraq,U.S. Navy,El Paso,Texas
2/7/2007,"Ruiz, Manuel A.",Petty Officer 3rd Class,21,Hostile - helicopter crash,Fallujah (between Fallujah and Baghdad),Iraq,U.S. Navy,Federalsburg,Maryland
2/7/2007,"Saba, Thomas E.",Corporal,30,Hostile - helicopter crash,Fallujah (between Fallujah and Baghdad),Iraq,U.S. Marine,Toms River,New Jersey
2/7/2007,"Landaker, Jared M.",1st Lieutenant,25,Hostile - helicopter crash,Fallujah (between Fallujah and Baghdad),Iraq,U.S. Marine,Big Bear Ciity,California
2/7/2007,"Tijerina, James Rodney",Sergeant,26,Hostile - helicopter crash,Fallujah (between Fallujah and Baghdad),Iraq,U.S. Marine,Beasley,Texas
2/7/2007,"Pfister, Travis D.",Sergeant,27,Hostile - helicopter crash,Fallujah (between Fallujah and Baghdad),Iraq,U.S. Marine,Richland,Washington
2/7/2007,"Harris, Jennifer J.",Captain,28,Hostile - helicopter crash (missile attack),Fallujah (between Fallujah and Baghdad),Iraq,U.S. Marine,Swampscott,Massachusetts
2/6/2007,"Frazier, Joshua J.",Sergeant,24,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Spotsylvania,Virginia
2/6/2007,"Browning, Brian A.",Private 1st Class,20,Hostile - hostile fire - small arms fire,Baghdad (southwest of),Iraq,U.S. Army,Astoria,Oregon
2/5/2007,"Van Parys, Brandon J.",Lance Corporal,20,Hostile - hostile fire - grenade,Al Anbar Province (near Euphrates River),Iraq,U.S. Marine,New Tripoli,Pennsylvania
2/4/2007,"Matheny, Randy J.",Sergeant,20,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army National Guard,McCook,Nebraska
2/4/2007,"Spencer, Clarence T.",Private,24,Hostile - hostile fire - small arms fire,Ba'qubah (died in Balad),Iraq,U.S. Army,Not reported yet,Not reported yet
2/3/2007,"Sanders, Ronnie L.",Staff Sergeant,26,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Thibodaux,Louisiana
2/2/2007,"Landeck, Kevin C.",Captain,26,Hostile - hostile fire - IED attack,Baghdad (south of),Iraq,U.S. Army,Wheaton,Illinois
2/2/2007,"Dunn, Terrence D.",Staff Sergeant,38,Hostile - hostile fire - IED attack,Baghdad (south of),Iraq,U.S. Army,Houston,Texas
2/2/2007,"McPeek, Alan E.",Specialist,20,Hostile - friendly fire,Ramadi,Iraq,U.S. Army,Tucson,Arizona
2/2/2007,"Zeimer, Matthew T.",Private,18,Hostile - friendly fire,Ramadi,Iraq,U.S. Army,Glendive,Montana
2/2/2007,"Yoakum, Keith  ",Chief Warrant Officer,41,Hostile - helicopter crash,Taji (near),Iraq,U.S. Army,Hemet,California
2/2/2007,"DeFrenn, Jason Garth",Chief Warrant Officer,34,Hostile - helicopter crash,Taji (near),Iraq,U.S. Army,Barnwell,South Carolina
2/1/2007,"Quill III, Richard O.",Corporal,22,Non-hostile,Al Asad,Iraq,U.S. Marine,Roswell,Georgia
2/1/2007,"Mettille, Michael C.",Sergeant Major,44,Non-hostile - illness - heart attack,Camp Adder,Iraq,U.S. Army,St. Paul,Minnesota
2/1/2007,"Conte, Matthew G.",Hospitalman,22,Hostile - hostile fire,Albu Hyatt,Iraq,U.S. Navy,Mogadore,Ohio
2/1/2007,"Elliott, Terry J.",Gunnery Sergeant,34,Hostile - hostile fire,Albu Hyatt,Iraq,U.S. Marine,Middleton,Tennessee
2/1/2007,"Sieger, Eric R.",Specialist,18,Non-hostile - vehicle rollover,Buhritz,Iraq,U.S. Army,Layton,Utah
2/1/2007,"Butler, Tyler",Private 1st Class,21,Non-hostile - vehicle accident,Baghdad,Iraq,U.S. Army,East Liverpool,Ohio
2/1/2007,"Armstrong, David C.",Corporal,21,Non-hostile - vehicle accident,Baghdad,Iraq,U.S. Army,Zanesville,Ohio
1/31/2007,"Shannon, Stephen D.",Corporal,21,Hostile - hostile fire - rocket attack,Ramadi,Iraq,U.S. Army Reserve,Guttenberg,Iowa
1/31/2007,"Sigua, William M.",Sergeant,21,Hostile - hostile fire - small arms fire,Bayji,Iraq,U.S. Army,Los Altos Hills,California
1/30/2007,"Carrillo, Alejandro",Sergeant,22,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine,Los Angeles,California
1/30/2007,"Aultz, Corey J.",Sergeant,31,Hostile - hostile fire,Ramadi,Iraq,U.S. Army,Port Orchard,Washington
1/30/2007,"Gist Jr., Milton A.",Sergeant,27,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,St. Louis,Missouri
1/29/2007,"Emul, Adam Q.",Lance Corporal,19,Hostile - hostile fire,Al Asad,Iraq,U.S. Marine,Vancouver,Washington
1/28/2007,"Stewart, Carla Jane",Specialist,37,Non-hostile - vehicle rollover (M-1114 HMMWV),Tallil,Iraq,U.S. Army Reserve,Sun Valley,California
1/28/2007,"Chao, Cornell C. ",Chief Warrant Officer,36,Hostile - helicopter crash,Najaf (north of),Iraq,U.S. Army,Orange City,California
1/28/2007,"Resh, Mark T.",Captain,28,Hostile - helicopter crash,Najaf (north of),Iraq,U.S. Army,Fogelsville,Pennsylvania
1/27/2007,"Garrigus, Mickel D.",Sergeant,24,Hostile - hostile fire - IED attack,Taji,Iraq,U.S. Army,Elma,Washington
1/27/2007,"Melia, Anthony C.",Lance Corporal,20,Hostile - hostile fire - small arms fire,Ramadi,Iraq,U.S. Marine,Thousand Oaks,California
1/27/2007,"Swanson, Timothy A.",Corporal,21,Hostile - hostile fire - IED attack,Taji,Iraq,U.S. Army,San Antonio,Texas
1/27/2007,"Toomalatai, David T.",Private 1st Class,19,Hostile - hostile fire - IED attack,Taji,Iraq,U.S. Army,Long Beach,California
1/27/2007,"St. John II, Jon B. ",Private 1st Class,25,Hostile - hostile fire - IED attack,Taji,Iraq,U.S. Army,Neenah,Wisconsin
1/26/2007,"Johnson, Alan R.",Major,44,Hostile - hostile fire - IED attack,Muqdadiyah (Died in Balad),Iraq,U.S. Army Reserve,Yakima,Washington
1/26/2007,"Fairlie, Nathan P.",Private 1st Class,21,Hostile - hostile fire - IED attack,Ba'qubah,Iraq,U.S. Army,Candor,New York
1/25/2007,"Fuller, Alexander H.",Sergeant,21,Hostile - hostile fire - IED attack,Baghdad (eastern part),Iraq,U.S. Army,Centerville,Massachusetts
1/25/2007,"Balsley, Michael",Private 1st Class,23,Hostile - hostile fire - IED attack,Baghdad (east of),Iraq,U.S. Army,Hayward,California
1/25/2007,"Kidd, Mark D.",Corporal,26,Hostile - hostile fire - small arms fire,Al Anbar Province,Iraq,U.S. Marine Reserve,Milford,Michigan
1/25/2007,"Shipp, Darrell W.",Private 1st Class,25,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,San Antonio,Texas
1/24/2007,"Callahan, Keith A.",Sergeant 1st Class,31,Hostile - hostile fire - IED attack,Baghdad (South of),Iraq,U.S. Army,McClure,Pennsylvania
1/24/2007,"Leija, Hector",Staff Sergeant,27,Hostile - hostile fire - small arms fire,Baghdad,Iraq,U.S. Army,Houston,Texas
1/23/2007,"Wiggins, Michael J.",Staff Sergeant,26,Non-hostile - injury,Balad,Iraq,U.S. Army,Cleveland,Ohio
1/23/2007,"Johnston, Gary S.",Sergeant,21,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine,Windthorst,Texas
1/23/2007,"Kashkoush, Michael M.",Sergeant,24,Hostile - hostile fire,Al Taqaddum,Iraq,U.S. Marine,Chagrin Falls,Ohio
1/22/2007,"Wilson, Jamie D.",Staff Sergeant,34,Hostile - hostile fire,Karmah (died in Fallijah),Iraq,U.S. Army,San Diego,California
1/22/2007,"Brown, Nicholas P.",Specialist,24,Hostile - hostile fire - IED attack,Mosul,Iraq,U.S. Army,Huber Heights,Ohio
1/21/2007,"Stout, Brandon L.",Specialist,23,Hostile - hostile fire - IED attack,Baghdad (north of),Iraq,U.S. Army National Guard,Grand Rapids,Michigan
1/21/2007,"Sanchez, Emilian D.",Lance Corporal,20,Hostile - hostile fire,Al Asad,Iraq,U.S. Marine,Santa Ana Pueblo,New Mexico
1/21/2007,"Matus, Andrew G.",Lance Corporal,19,Hostile - hostile fire - small arms fire,Al Anbar Province,Iraq,U.S. Marine,Chetek,Wisconsin
1/20/2007,"Bisson, Jeffrey D.",Specialist,22,Hostile - hostile fire - IED attack,Karmah,Iraq,U.S. Army,Vista,California
1/20/2007,"Olsen, Toby R.",Specialist,28,Hostile - hostile fire - IED attack,Karmah,Iraq,U.S. Army,Manchester,New Hampshire
1/20/2007,"Fennerty, Sean P.",Sergeant,26,Hostile - hostile fire - IED attack,Karmah,Iraq,U.S. Army,Corvallis,Oregon
1/20/2007,"McNeill, Phillip D.",Sergeant,22,Hostile - hostile fire - IED attack,Karmah,Iraq,U.S. Army,Sunrise,Florida
1/20/2007,"Morris, Darrel J.",Corporal,21,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Marine,Spokane,Washington
1/20/2007,"Hill, Ryan J.",Private 1st Class,20,Hostile - hostile fire - IED attack,Baghdad (north of),Iraq,U.S. Army,Keizer,Oregon
1/20/2007,"Kingman, Jonathan P. C.",Sergeant,21,Hostile - hostile fire - IED attack,Bayji,Iraq,U.S. Army,Nankin,Ohio
1/20/2007,"Fritz, Jacob N.",1st Lieutenant,25,"Hostile - hostile fire - small arms fire, grenades",Karbala,Iraq,U.S. Army,Vernon,Nebraska
1/20/2007,"Millican, Jonathan",Private 1st Class,20,"Hostile - hostile fire - small arms fire, grenades",Karbala,Iraq,U.S. Army,Trafford,Alabama
1/20/2007,"Freeman, Brian Scott",Captain,31,"Hostile - hostile fire - mortar, small arms fire",Karbala,Iraq,U.S. Army Reserve,Temecula,California
1/20/2007,"Chism, Johnathan Bryan",Specialist,22,"Hostile - hostile fire - small arms fire, grenades",Karbala,Iraq,U.S. Army,Gonzales,Louisiana
1/20/2007,"Falter, Shawn Patrick",Private,25,"Hostile - hostile fire - small arms fire, grenades",Karbala,Iraq,U.S. Army,Cortland,New York
1/20/2007,"Warren, William T.",1st Sergeant,48,Hostile - helicopter crash,Baghdad (north of),Iraq,U.S. Army National Guard,Little Rock,Arkansas
1/20/2007,"Lyerly, Sean E.",Captain,31,Hostile - helicopter crash,Baghdad (north of),Iraq,U.S. Army National Guard,Pflugerville,Texas
1/20/2007,"Langarica, Victor M.",Corporal,29,Hostile - helicopter crash,Baghdad (north of),Iraq,U.S. Army,Decatur,Georgia
1/20/2007,"Lake, Floyd E.",Staff Sergeant,43,Hostile - helicopter crash,Baghdad (north of),Iraq,U.S. Army National Guard,St. Thomas,Virgin Islands
1/20/2007,"Canegata, David C.",Lieutenant Colonel,50,Hostile - helicopter crash,Baghdad (north of),Iraq,U.S. Army National Guard,St. Croix,Virgin Islands
1/20/2007,"Brown, John G.",Sergeant 1st Class,43,Hostile - helicopter crash,Baghdad (north of),Iraq,U.S. Army National Guard,Little Rock,Arkansas
1/20/2007,"Gabbard, Marilyn L.",Sergeant Major,46,Hostile - helicopter crash,Baghdad (north of),Iraq,U.S. Army National Guard,Polk City,Iowa
1/20/2007,"Allgood, Brian D.",Colonel,46,Hostile - helicopter crash,Baghdad (north of),Iraq,U.S. Army,Not reported yet,Oklahoma
1/20/2007,"Kelly, Paul M.",Colonel,45,Hostile - helicopter crash,Baghdad (north of),Iraq,U.S. Army National Guard,Stafford,Virginia
1/20/2007,"Booker, Daryl D.",Staff Sergeant,37,Hostile - helicopter crash,Baghdad (north of),Iraq,U.S. Army National Guard,Midlothian,Virginia
1/20/2007,"Haller, Roger W.",Command Sergeant Major,49,Hostile - helicopter crash,Baghdad (north of),Iraq,U.S. Army National Guard,Davidsonville,Maryland
1/20/2007,"Taylor, Michael",Major,40,Hostile - helicopter crash,Baghdad (north of),Iraq,U.S. Army National Guard,Little Rock,Arkansas
1/20/2007,"Jaynes, Allen B.",Private 1st Class,21,Hostile - hostile fire - IED attack,Baghdad (northern part),Iraq,U.S. Army,Henderson,Texas
1/19/2007,"Castillo, Luis J.",Lance Corporal,20,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Marine Reserve,Lawton,Michigan
1/19/2007,"Neal, Jacob H. ",Corporal,23,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine Reserve,San Marcos,Texas
1/19/2007,"Borea, Russell P.",Sergeant 1st Class,38,Hostile - hostile fire - IED attack,Mosul,Iraq,U.S. Army,El Paso,Texas
1/18/2007,"Rechenmacher, William J.",Corporal,24,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Jacksonville,Florida
1/17/2007,"Valdivia, Jennifer A.",Petty Officer 1st Class,27,Non-hostile,Bahrain,Bahrain,U.S. Navy,Cambridge,Illinois
1/17/2007,"Alomar, Joseph D.",Petty Officer 2nd Class,22,Non-hostile - in hostile fire zone,Camp Bucca,Iraq,U.S. Navy,Brooklyn,New York
1/16/2007,"Schockmel, Collin R.",Specialist,19,Hostile - hostile fire - grenade,Ramadi,Iraq,U.S. Army,Richwood,Texas
1/15/2007,"Corbett, Jason J.",Specialist,23,Hostile - hostile fire - small arms fire,Karmah,Iraq,U.S. Army,Casper,Wyoming
1/15/2007,"Daily, Mark J.",2nd Lieutenant,23,Hostile - hostile fire - IED attack,Mosul,Iraq,U.S. Army,Irvine,California
1/15/2007,"Anderson, Ian C.",Sergeant,22,Hostile - hostile fire - IED attack,Mosul,Iraq,U.S. Army,Prairie Village,Kansas
1/15/2007,"Cooper, John E.",Sergeant,29,Hostile - hostile fire - IED attack,Mosul,Iraq,U.S. Army,Ewing,Kentucky
1/15/2007,"Grimm, Matthew T.",Corporal,21,Hostile - hostile fire - IED attack,Mosul,Iraq,U.S. Army,Wisconsin Rapids,Wisconsin
1/14/2007,"Sanchez, Paul T.",Sergeant,32,Hostile - hostile fire - IED attack,Baghdad (north of),Iraq,U.S. Army,Irving,Texas
1/14/2007,"Riekena, James D.",Sergeant,22,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Redmond,Washington
1/13/2007,"Wright, Gregroy A.",Sergeant,28,Hostile - hostile fire - IED attack,Muqdadiyah,Iraq,U.S. Army,Boston,Massachusetts
1/9/2007,"Wosika Jr., James M.",Sergeant,24,Hostile - hostile fire - IED attack,Fallujah (outside of),Iraq,U.S. Army,St. Paul,Minnesota
1/9/2007,"Sun, Ming",Private 1st Class,20,Hostile - hostile fire - small arms fire,Ramadi,Iraq,U.S. Army,Cathedral City,California
1/9/2007,"Berg, Ryan R.",Private 1st Class,19,Hostile - hostile fire - small arms fire,Ba'qubah,Iraq,U.S. Army,Sabine Pass,Texas
1/7/2007,"Caldwell, Eric T.",Corporal,22,Hostile - hostile fire - small arms fire,Baghdad (north of),Iraq,U.S. Army,Salisbury,Maryland
1/7/2007,"Raderstorf, Stephen J.",Corporal,21,Hostile - hostile fire,Balad,Iraq,U.S. Army,Peoria,Arizona
1/7/2007,"Miller Jr., Daniel B.",Senior Airman,24,Hostile - hostile fire - IED attack,Mahmudiyah,Iraq,U.S. Air Force,Galesburg,Illinois
1/7/2007,"Loncki, Elizabeth A.",Senior Airman,23,Hostile - hostile fire - IED attack,Mahmudiyah,Iraq,U.S. Air Force,New Castle,Delaware
1/7/2007,"Weiner, Timothy R.",Technical Sergeant,35,Hostile - hostile fire - IED attack,Mahmudiyah,Iraq,U.S. Air Force,Tamarac,Florida
1/6/2007,"Mitchell, III, Raymond N.",Specialist,21,Hostile - hostile fire - small arms fire,Baghdad,Iraq,U.S. Army,West Memphis,Arkansas
1/6/2007,"Johnson, Jeremiah",Corporal,23,Non-hostile - vehicle rollover,Baghdad (south of),Germany,U.S. Army,Vancouver,Washington
1/5/2007,"Mundell, Michael Lewis",Major,47,Hostile - hostile fire - IED attack,Fallujah,Iraq,U.S. Army Reserve,Brandenburg,Kentucky
1/4/2007,"Allen, Charles D.",Staff Sergeant,28,Hostile - hostile fire - small arms fire,Baghdad,Iraq,U.S. Army,Wasilla,Alaska
1/1/2007,"Vandling Jr., Thomas E.",Sergeant,26,Hostile - hostile fire - IED attack,Baghdad (south of),Iraq,U.S. Army Reserve,Pittsburgh,Pennsylvania
12/31/2006,"Blohm, Alan R.",Private 1st Class,21,Hostile - hostile fire - IED attack,Baghdad (South of),Iraq,U.S. Army,Kenai,Alaska
12/31/2006,"Schiller, Jonathan E.",Corporal,20,Hostile - hostile fire - IED attack,Ba'qubah,Iraq,U.S. Army,Ottumwa,Iowa
12/31/2006,"Smith, Richard A.",Corporal,20,Hostile - hostile fire - IED attack,Ba'qubah,Iraq,U.S. Army,Grand Prairie,Texas
12/31/2006,"Grant, Sandra S.",Seaman,23,Non-hostile - natural causes,Arabian Gulf,International waters,U.S. Navy,Linwood,North Carolina
12/30/2006,"Sullivan, John M.",Sergeant,22,Hostile - hostile fire - IED attack,Baghdad (southwest part),Iraq,U.S. Army,Hixon,Tennessee
12/30/2006,"Dietrich, David E.",Private,21,Hostile - hostile fire - small arms fire,Ramadi,Iraq,U.S. Army,Marysville,Pennsylvania
12/29/2006,"Carter, Lawrance J.",Sergeant,25,Hostile - hostile fire - IED attack,Baghdad (northwest part),Iraq,U.S. Army,Rancho Cucamonga,California
12/29/2006,"Newgard, William R.",Private 1st Class,20,Hostile - hostile fire - IED attack,Baghdad (north of),Iraq,U.S. Army,Arlington Heights,Illinois
12/28/2006,"Blum, Aron C.",Sergeant,22,Non-hostile,San Diego (Naval Medical Center),USA,U.S. Marine,Tucson,Arizona
12/28/2006,"Esckelson, Christopher E.",Corporal,22,Hostile - hostile fire - small arms fire,Fallujah,Iraq,U.S. Marine Reserve,Vassar,Michigan
12/28/2006,"Ayala, Luis G.",Specialist,21,Hostile - hostile fire - IED attack,Taji,Iraq,U.S. Army,South Gate,California
12/28/2006,"Donica, Dustin R.",Specialist,22,Hostile - hostile fire - small arms fire,Baghdad,Iraq,U.S. Army,Spring,Texas
12/28/2006,"Miller, Nicholas A.",Lance Corporal,20,Hostile - hostile fire - small arms fire,Fallujah,Iraq,U.S. Marine Reserve,Silverwood,Michigan
12/28/2006,"Spencer, William D.",Lance Corporal,20,Hostile - hostile fire - small arms fire,Fallujah,Iraq,U.S. Marine Reserve,Paris,Tennessee
12/27/2006,"Shaffer, Edward W.",Sergeant,24,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,Mont Alto,Pennsylvania
12/27/2006,"McCormick, Clinton T.",Private,20,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Jacksonville,Florida
12/27/2006,"Messer, Christopher P.",Sergeant,28,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Petersburg,Florida
12/27/2006,"Given, Nathaniel A. ",Private 1st Class,21,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Dickinson,Texas
12/27/2006,"Koprince Jr., William C. ",Lance Corporal,24,Hostile - hostile fire,Habbaniyah,Iraq,U.S. Marine,Lenoir City,Tennessee
12/27/2006,"Tinsley, Douglas L.",Specialist,21,Non-hostile - vehicle rollover,Baghdad (South of),Iraq,U.S. Army,Chester,South Carolina
12/26/2006,"Strong, Joseph A.",Specialist,21,Non-hostile - vehicle rollover,Baghdad (South of),Iraq,U.S. Army,Lebanon,Indiana
12/26/2006,"Schmitz, Joshua M.",Corporal,21,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Marine,Spencer,Wisconsin
12/26/2006,"Bubeck, John T.",Sergeant,25,Hostile - hostile fire - IED attack,Baghdad (northwest of),Iraq,U.S. Army,Collegeville,Pennsylvania
12/25/2006,"Preston, Aaron L.",Specialist,29,Hostile - hostile fire - IED attack,Baghdad (northwest of),Iraq,U.S. Army,Dallas,Texas
12/25/2006,"Nelson, Andrew H.",Private 1st Class,19,Hostile - hostile fire - IED attack,Baghdad (northwest of),Iraq,U.S. Army,Saint Johns,Michigan
12/25/2006,"Clayton, Hayes",Captain,29,Hostile - hostile fire - IED attack,Balad,Iraq,U.S. Army,Marietta,Georgia
12/25/2006,"Wheelous, Dexter E.",Sergeant 1st Class,37,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Winder,Georgia
12/25/2006,"Moon, Jae S.",Sergeant,21,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Levittown,Pennsylvania
12/25/2006,"Wilkus, Eric R.",Private,25,Non-hostile,Landstuhl Reg. Med. Ctr.,Germany,U.S. Army,Hamilton,New Jersey
12/25/2006,"Denfrund, Jason C.",Sergeant,24,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Cattaraugus,New York
12/24/2006,"Bixler, Evan A.",Private,21,Hostile - hostile fire - indirect fire,Hit,Iraq,U.S. Army,Racine,Wisconsin
12/24/2006,"Morris, Stephen L.",Lance Corporal,21,Hostile - hostile fire - IED attack,Albu Hyatt,Iraq,U.S. Marine,Lake Jackson,Texas
12/23/2006,"Crutchfield, Michael J.",Specialist,21,Non-hostile,Balad (Camp Anaconda),Iraq,U.S. Army,Stockton,California
12/23/2006,"Barta, John",Corporal,25,Hostile - hostile fire - indirect fire,Buhritz,Iraq,U.S. Army,Corpus Christi,Texas
12/23/2006,"Vollmer, Chad J.",Sergeant,21,Hostile - hostile fire - IED attack,Salman Pak,Iraq,U.S. Army National Guard,Grand Rapids,Michigan
12/23/2006,"Algrim, Wilson A.",Private 1st Class,21,Hostile - hostile fire - IED attack,Salman Pak,Iraq,U.S. Army National Guard,Howell,Michigan
12/23/2006,"Mejia II, Bobby ",Private,20,Hostile - hostile fire - IED attack,Salman Pak,Iraq,U.S. Army,Saginaw,Michigan
12/23/2006,"Norris, Curtis L.",Sergeant,28,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Dansville,Michigan
12/23/2006,"Elias, Elias",Specialist,27,Hostile - hostile fire - IED attack,Baghdad (southwest of),Iraq,U.S. Army,Glendora,California
